"position","rating","height","foot","pace","shooting","passing","dribbling","defending","heading"
1,62,183,1,44,35,44,30,67,66
1,62,174,1,79,51,62,62,64,56
1,62,178,1,72,31,62,51,64,63
1,62,182,0,72,48,61,63,66,68
1,62,184,0,48,45,56,37,68,65
1,62,182,0,62,45,59,59,63,58
1,62,185,1,64,34,44,48,65,64
1,62,175,1,68,44,54,55,64,66
1,62,187,1,52,33,50,47,66,60
1,62,183,0,64,54,59,56,67,61
1,62,191,1,54,41,43,40,66,69
1,62,182,1,63,26,44,51,65,66
1,62,189,1,56,26,36,30,68,78
1,62,188,1,81,31,46,39,67,62
1,62,175,1,80,48,52,63,64,60
1,62,174,0,74,50,56,63,62,63
1,62,178,1,71,55,61,62,60,60
1,62,180,0,62,53,65,60,61,57
1,62,183,0,65,44,62,56,63,60
1,62,178,0,80,48,62,58,60,65
1,62,194,1,61,32,43,38,65,74
1,62,183,1,74,45,62,60,61,55
1,62,185,1,81,30,59,61,64,66
1,62,188,0,79,51,61,57,62,53
1,62,176,0,77,45,59,47,67,57
1,62,193,1,61,28,39,29,65,69
1,62,183,0,74,51,62,52,58,59
1,62,170,1,71,46,56,60,62,66
1,62,180,0,68,38,61,60,62,58
1,62,182,1,64,34,51,44,63,67
1,62,184,0,63,36,48,52,65,64
1,62,188,1,66,30,33,50,66,59
1,62,170,1,70,33,54,67,65,67
1,62,188,1,68,35,54,54,68,59
1,62,183,0,74,33,57,57,60,57
1,62,180,1,67,47,56,58,65,64
1,62,185,0,67,52,56,58,66,62
1,62,183,1,63,36,52,47,64,62
1,62,192,0,48,40,46,31,74,50
1,62,180,1,49,37,46,38,64,70
1,62,188,0,63,29,60,38,63,66
1,62,183,1,73,56,61,65,62,62
1,62,187,1,67,55,56,53,68,62
1,62,174,1,73,43,58,55,63,64
1,62,169,0,80,47,60,66,58,60
1,62,182,1,54,31,48,38,65,70
1,62,184,0,72,48,59,64,64,69
1,62,180,1,78,27,56,28,64,61
1,62,180,1,73,25,55,60,67,63
1,62,183,0,85,39,60,66,66,58
1,62,180,0,75,47,51,58,66,70
1,62,193,1,53,39,52,41,70,60
1,62,168,0,89,47,59,68,57,57
1,62,193,1,48,47,44,41,71,57
1,62,190,1,36,32,56,59,65,64
1,62,175,1,78,52,60,66,63,59
1,62,173,1,78,52,62,60,59,54
1,62,188,1,66,41,53,46,66,65
1,62,186,1,48,20,47,46,66,60
1,62,186,1,60,30,33,36,67,67
1,62,192,1,60,21,36,36,68,62
1,62,180,1,64,33,48,47,65,66
1,62,183,1,62,40,56,57,66,55
1,62,180,0,69,56,65,61,58,60
1,62,183,0,68,36,62,60,63,64
1,62,178,0,71,38,57,60,64,60
1,62,188,1,67,28,49,42,69,70
1,62,177,0,77,31,54,54,64,64
1,62,188,0,72,33,60,34,61,57
1,62,191,1,52,28,50,44,69,59
1,62,175,1,74,43,57,60,60,58
1,62,185,1,67,50,50,57,66,73
1,62,181,1,44,30,41,45,65,67
1,62,175,1,72,28,51,49,71,65
1,62,190,1,53,43,55,47,64,65
1,62,180,0,69,27,56,49,65,68
1,62,173,0,51,18,60,46,65,74
1,62,174,1,77,49,60,62,62,51
1,62,183,1,62,48,54,53,66,66
1,62,187,1,53,52,54,55,69,69
1,62,184,0,68,45,58,59,66,66
1,62,175,0,73,53,60,61,63,61
1,62,187,0,64,39,63,48,69,68
1,62,180,1,81,58,56,64,66,63
1,62,180,0,80,56,45,65,63,65
1,62,190,1,67,19,35,33,61,65
1,62,179,1,61,56,49,60,65,66
1,62,185,1,68,45,57,62,65,58
1,62,188,1,46,29,26,29,69,61
1,62,186,1,66,33,55,48,67,56
1,62,184,1,67,44,36,40,65,72
1,62,177,1,75,36,62,46,64,64
1,62,185,1,48,15,40,38,65,77
1,62,190,0,57,39,42,47,64,69
1,62,184,1,62,46,63,47,63,67
1,62,178,1,67,44,56,62,60,63
1,62,183,0,67,37,60,58,63,56
1,62,185,1,52,21,31,27,69,66
1,62,194,0,60,30,44,39,66,68
1,62,178,1,72,43,59,49,61,55
1,62,175,1,82,36,53,66,61,66
1,62,190,1,74,34,48,58,70,67
1,62,183,0,63,35,47,56,63,58
1,62,191,1,49,22,46,35,65,71
1,62,171,1,78,36,49,63,61,57
1,62,182,0,41,60,58,61,65,67
1,62,180,0,71,51,65,62,60,58
1,62,179,1,63,26,41,33,63,74
1,62,183,0,83,39,56,63,62,59
1,62,178,1,66,48,59,57,64,60
1,62,178,1,62,53,58,54,65,59
1,62,180,1,53,22,32,25,67,65
1,62,186,1,71,40,55,54,66,64
1,62,168,0,80,39,58,56,56,64
1,62,183,0,71,42,62,50,66,62
1,62,177,1,68,47,54,56,65,65
1,62,190,0,51,37,60,56,66,57
1,62,182,1,55,51,62,56,63,63
1,62,191,1,53,33,40,49,67,69
1,62,180,1,68,47,54,47,63,55
1,62,183,1,66,37,49,51,64,72
1,62,179,1,78,52,62,73,59,52
1,62,178,1,71,45,58,59,64,63
1,62,180,0,64,19,58,56,66,72
1,62,184,0,66,50,52,52,66,66
1,62,183,1,75,38,50,42,62,70
1,62,183,1,56,36,56,46,66,62
1,62,186,1,61,34,44,30,64,65
1,62,173,1,72,49,55,56,65,70
1,62,185,1,67,42,47,26,68,69
1,62,187,0,48,34,52,27,65,60
1,62,192,1,48,45,47,37,69,67
1,62,193,0,64,41,48,39,63,53
1,62,182,1,44,61,59,52,70,57
1,62,187,1,36,55,53,52,64,68
1,62,188,1,42,38,42,30,66,58
1,62,183,0,65,41,55,53,65,66
1,62,176,0,62,58,62,57,55,58
1,62,188,1,33,48,36,48,71,60
1,62,193,1,54,28,36,32,67,67
1,62,188,1,46,57,52,44,67,76
1,62,191,1,54,34,50,44,70,64
1,62,178,1,71,45,59,56,61,65
1,62,185,1,56,26,40,35,67,64
2,62,178,1,60,54,62,57,62,53
2,62,175,1,68,36,60,64,60,54
2,62,175,1,61,52,59,50,63,63
2,62,172,1,63,59,65,67,45,42
2,62,178,1,62,64,59,61,54,58
2,62,173,1,55,49,61,58,60,68
2,62,180,1,65,56,67,60,60,57
2,62,175,1,72,49,60,60,51,57
2,62,180,1,68,58,54,51,67,71
2,62,179,1,71,59,61,62,62,59
2,62,174,1,72,64,64,67,66,66
2,62,173,1,52,48,63,67,51,59
2,62,178,1,57,60,63,59,57,59
2,62,180,0,60,54,61,64,59,55
2,62,188,1,67,48,52,72,39,33
2,62,178,1,62,58,66,60,50,48
2,62,179,1,63,55,60,62,53,52
2,62,187,0,65,45,54,50,67,65
2,62,173,1,55,49,62,65,66,58
2,62,180,1,69,56,61,44,64,60
2,62,175,0,80,54,56,66,48,54
2,62,172,1,73,55,58,64,59,61
2,62,173,1,52,61,61,65,58,60
2,62,180,1,69,44,67,63,61,43
2,62,178,1,57,64,70,60,54,44
2,62,180,0,72,49,62,61,58,60
2,62,178,1,65,44,61,53,56,57
2,62,185,1,49,50,55,56,68,66
2,62,184,1,56,58,58,57,67,57
2,62,173,1,53,62,65,61,56,64
2,62,186,0,67,52,61,49,64,57
2,62,178,1,73,46,67,62,65,70
2,62,180,1,64,55,66,59,60,56
2,62,170,1,66,59,63,69,56,62
2,62,187,0,69,59,66,60,63,69
2,62,168,1,68,45,61,58,67,65
2,62,175,1,60,53,55,56,67,56
2,62,185,1,61,53,58,54,67,71
2,62,176,0,70,59,60,63,56,58
2,62,175,1,57,57,61,68,54,54
2,62,182,1,71,56,58,63,61,58
2,62,184,0,82,55,59,62,40,55
2,62,183,1,61,49,63,54,62,63
2,62,175,1,61,52,64,51,60,58
2,62,182,1,56,53,60,59,59,55
2,62,185,0,59,66,65,51,41,56
2,62,188,1,73,52,62,61,63,64
2,62,181,1,64,56,59,60,66,68
2,62,175,1,90,48,54,63,45,56
2,62,178,1,59,43,69,48,57,59
2,62,193,1,61,53,52,57,66,65
2,62,180,0,74,54,62,65,61,57
2,62,188,1,62,63,66,62,57,56
2,62,183,1,61,59,66,65,63,52
2,62,183,1,84,44,58,64,45,38
2,62,185,1,74,57,62,64,59,70
2,62,186,0,62,53,62,66,49,55
2,62,184,1,69,49,63,60,64,65
2,62,171,1,67,59,61,66,33,40
2,62,176,1,70,51,58,71,58,38
2,62,176,1,58,51,62,57,69,67
2,62,183,1,65,36,64,61,71,76
2,62,173,1,66,53,59,70,45,55
2,62,183,1,67,44,54,56,70,67
2,62,180,1,79,48,61,63,64,63
2,62,181,1,50,58,66,64,60,64
2,62,179,0,65,58,62,61,56,60
2,62,173,1,92,59,52,69,46,40
2,62,180,1,59,56,61,58,63,63
2,62,180,0,69,51,61,62,61,61
2,62,175,1,69,47,55,53,64,57
2,62,180,1,67,65,62,62,55,54
2,62,180,1,63,52,64,60,62,58
2,62,188,1,62,60,60,63,62,60
2,62,183,1,62,56,62,66,61,58
2,62,178,1,62,57,67,68,56,53
2,62,180,1,56,52,69,58,58,59
2,62,188,1,63,57,59,56,69,75
2,62,173,0,84,41,64,61,48,59
2,62,180,1,66,45,63,62,60,49
2,62,178,1,63,37,55,47,64,58
2,62,182,1,72,56,63,64,61,69
2,62,183,0,82,54,60,60,58,66
2,62,177,1,76,53,59,66,48,50
2,62,179,1,63,54,60,58,58,62
2,62,185,1,63,55,63,69,65,66
2,62,175,0,74,53,52,69,49,52
2,62,182,1,69,53,61,64,55,60
2,62,185,1,53,62,58,63,56,62
2,62,185,1,74,57,59,64,61,67
2,62,173,1,79,47,54,65,49,55
2,62,182,1,70,51,65,65,62,60
2,62,187,1,68,50,63,58,60,58
2,62,173,1,61,42,59,60,66,66
2,62,183,0,75,55,62,64,64,66
2,62,176,1,79,48,55,65,44,58
2,62,183,1,78,49,58,64,42,47
2,62,185,0,72,56,65,61,60,60
2,62,178,1,50,52,62,51,66,70
2,62,178,1,65,54,63,56,46,41
2,62,175,1,65,69,49,69,31,52
2,62,169,0,62,56,61,70,56,59
2,62,175,0,69,54,63,64,50,59
2,62,172,1,84,54,54,62,58,59
2,62,178,1,62,54,60,62,62,65
2,62,183,0,75,51,57,61,41,57
2,62,180,1,61,59,61,63,62,67
2,62,182,1,63,49,56,49,64,63
2,62,180,1,66,63,59,65,61,63
2,62,178,1,68,59,57,68,56,60
2,62,180,1,69,50,59,66,59,54
2,62,173,1,82,49,59,71,48,54
2,62,173,1,80,54,57,69,36,55
2,62,172,1,83,46,56,66,33,53
2,62,179,1,68,48,59,66,59,54
2,62,187,1,67,57,56,54,68,64
2,62,181,1,68,50,62,60,60,54
2,62,180,1,69,56,72,60,56,54
2,62,183,1,71,54,58,65,58,63
2,62,177,1,71,54,65,67,51,58
2,62,182,1,57,52,60,63,61,62
2,62,178,1,64,59,60,61,62,62
2,62,185,1,75,55,60,62,53,58
2,62,172,1,70,53,58,62,63,65
2,62,183,1,69,57,60,62,50,64
2,62,175,1,68,62,63,68,44,60
2,62,180,1,67,60,52,50,64,64
2,62,183,0,75,58,59,64,45,56
2,62,172,0,65,58,61,66,44,59
2,62,170,1,83,56,56,71,47,55
2,62,173,1,61,49,56,57,62,64
2,62,183,0,44,41,50,44,66,65
2,62,175,1,66,63,61,63,54,58
2,62,170,0,63,54,66,68,51,49
2,62,178,1,57,50,55,59,64,62
2,62,180,1,83,47,58,64,47,49
2,62,183,1,73,60,58,65,47,55
0,61,178,1,69,54,60,67,42,43
0,61,193,1,51,56,32,51,56,78
0,61,186,1,56,60,45,58,55,71
0,61,183,1,51,61,58,63,50,63
0,61,188,1,64,56,56,61,61,71
0,61,182,1,76,53,50,68,51,64
0,61,179,1,60,60,60,66,52,59
0,61,178,1,67,60,46,59,52,51
0,61,185,1,75,56,39,65,46,66
0,61,170,1,63,60,55,62,47,65
0,61,173,1,84,46,50,64,42,51
0,61,181,1,79,61,47,67,46,59
0,61,175,1,77,51,44,58,53,66
0,61,183,1,63,56,47,61,40,64
0,61,183,0,58,58,61,60,56,52
0,61,174,0,56,62,60,59,50,68
0,61,178,1,72,63,35,48,53,60
0,61,183,0,77,57,51,62,44,59
0,61,173,1,81,56,51,64,48,58
0,61,177,1,73,59,50,69,43,67
0,61,186,1,51,59,45,54,52,71
0,61,184,1,59,58,51,59,50,73
0,61,185,1,80,53,50,66,50,59
0,61,183,1,64,57,48,47,58,66
0,61,169,1,78,59,52,62,35,61
0,61,183,1,83,60,38,64,48,59
0,61,185,1,65,55,49,60,53,69
0,61,190,1,75,55,50,57,45,65
0,61,182,1,74,65,54,64,52,63
0,61,193,1,71,60,43,54,56,62
0,61,174,1,77,58,53,63,45,69
0,61,184,1,92,52,57,56,46,50
0,61,165,1,77,58,52,68,37,57
0,61,168,1,69,62,48,68,36,62
0,61,180,1,72,49,52,65,37,50
0,61,178,1,69,60,46,64,45,54
0,61,188,1,61,60,44,61,46,62
0,61,185,1,65,59,45,57,54,63
0,61,182,1,86,50,30,56,51,66
0,61,180,0,71,60,56,64,48,54
0,61,196,0,76,52,47,62,58,66
0,61,185,1,80,58,46,65,46,56
0,61,177,1,79,54,55,62,36,48
0,61,178,1,76,63,46,67,46,47
0,61,176,1,72,58,60,65,42,52
0,61,177,0,78,61,41,58,42,60
0,61,180,1,77,53,41,59,47,60
0,61,188,1,58,56,36,47,54,66
0,61,188,1,72,62,53,62,47,63
0,61,193,1,58,60,32,56,51,79
0,61,183,0,75,55,58,65,49,39
0,61,181,1,74,52,60,66,41,46
0,61,173,1,80,53,30,64,45,60
0,61,185,1,79,56,55,63,53,64
0,61,191,1,62,59,45,52,47,58
0,61,183,1,57,59,46,58,48,66
0,61,194,1,73,50,42,61,53,66
0,61,183,1,70,62,56,64,38,52
0,61,175,1,54,64,45,52,48,65
0,61,175,1,72,57,42,66,51,67
0,61,191,1,78,57,43,54,60,47
0,61,185,1,70,60,33,55,53,68
0,61,178,1,68,58,51,64,49,60
0,61,175,1,66,58,48,55,44,60
0,61,180,1,68,52,61,58,54,46
0,61,194,1,61,59,45,50,51,57
0,61,191,1,55,58,47,59,49,58
0,61,183,1,64,60,46,64,48,66
0,61,183,1,84,52,54,67,54,70
0,61,178,1,61,56,48,59,53,64
0,61,170,1,80,61,61,67,42,66
0,61,183,1,70,59,38,60,46,66
0,61,179,0,73,65,40,50,40,49
0,61,180,0,73,49,56,65,48,41
0,61,181,1,66,62,43,65,39,58
0,61,193,0,63,59,51,60,43,65
0,61,193,1,60,57,45,63,54,73
0,61,178,0,91,53,35,59,46,53
0,61,188,1,68,61,53,63,50,65
0,61,175,1,68,60,50,71,51,54
0,61,181,1,66,61,58,61,45,64
0,61,182,1,65,62,34,65,44,53
0,61,180,1,69,59,50,62,54,63
0,61,178,1,77,53,52,69,48,58
0,61,174,1,78,55,59,71,38,65
0,61,183,1,59,60,56,59,49,60
0,61,191,1,54,57,43,44,51,73
0,61,176,1,70,56,54,57,55,68
0,61,178,1,45,60,35,52,51,68
0,61,191,1,49,57,55,48,53,67
1,61,185,1,65,45,52,53,67,65
1,61,173,0,54,34,49,43,66,61
1,61,187,1,57,43,47,46,68,72
1,61,178,1,52,37,58,39,63,73
1,61,183,1,65,42,49,55,66,66
1,61,173,0,68,46,58,63,57,58
1,61,178,0,57,52,59,54,61,61
1,61,180,1,53,51,63,47,62,62
1,61,183,0,72,20,31,24,69,63
1,61,180,1,64,35,58,54,68,68
1,61,168,0,68,64,64,67,63,48
1,61,186,1,64,47,47,58,65,64
1,61,189,1,55,41,39,44,68,72
1,61,180,0,62,42,64,63,56,59
1,61,183,0,55,36,38,43,65,64
1,61,173,1,69,43,54,53,63,59
1,61,180,0,68,50,61,53,63,61
1,61,191,1,50,49,54,53,66,71
1,61,185,1,33,33,39,31,64,66
1,61,182,1,69,40,47,52,63,72
1,61,187,1,63,31,44,43,64,67
1,61,185,1,60,31,45,46,69,67
1,61,181,0,64,38,47,51,63,66
1,61,186,0,65,47,52,54,66,65
1,61,183,1,62,43,57,41,64,68
1,61,183,1,69,12,33,50,61,64
1,61,172,0,76,40,53,63,60,50
1,61,179,1,65,54,62,62,64,61
1,61,186,0,47,43,52,48,65,68
1,61,185,1,77,49,56,59,65,66
1,61,184,1,45,52,50,54,67,51
1,61,176,1,60,47,64,65,62,59
1,61,188,1,51,36,44,39,70,67
1,61,188,1,55,35,43,34,66,66
1,61,180,1,65,17,41,44,66,64
1,61,170,0,71,63,60,58,62,64
1,61,180,1,66,49,54,53,63,61
1,61,184,1,63,27,33,36,66,63
1,61,180,1,80,42,56,58,62,59
1,61,178,0,72,32,51,55,66,60
1,61,178,1,58,20,56,52,60,68
1,61,178,0,72,52,60,48,61,68
1,61,193,1,59,40,43,32,65,57
1,61,175,0,74,30,60,55,64,69
1,61,185,0,63,51,50,45,63,68
1,61,173,1,62,44,50,48,65,59
1,61,188,0,42,20,34,46,66,72
1,61,185,0,66,41,52,51,64,70
1,61,186,1,63,49,54,46,65,66
1,61,181,1,69,40,61,55,63,61
1,61,170,0,59,24,51,65,57,66
1,61,173,0,59,54,62,59,62,63
1,61,194,0,31,38,45,40,67,69
1,61,173,1,65,33,39,38,66,70
1,61,183,0,59,48,57,62,64,67
1,61,174,1,58,36,54,59,62,70
1,61,173,1,78,44,50,53,59,62
1,61,187,1,62,37,46,32,67,57
1,61,184,1,70,42,54,56,64,63
1,61,180,1,71,31,65,47,64,54
1,61,175,0,66,43,59,52,63,54
1,61,195,1,62,52,45,60,67,55
1,61,175,1,52,38,57,54,65,56
1,61,177,1,78,30,46,52,62,62
1,61,178,1,62,44,57,64,61,65
1,61,191,0,55,36,25,38,68,64
1,61,185,1,64,34,58,36,57,60
1,61,189,1,53,27,38,41,65,65
1,61,188,0,71,39,52,56,64,64
1,61,185,1,83,49,57,47,59,56
1,61,186,1,52,30,53,45,64,60
1,61,174,1,65,63,52,36,61,60
1,61,178,0,43,46,49,65,64,67
1,61,180,1,59,24,45,39,65,72
1,61,185,1,61,32,43,44,64,65
1,61,191,0,68,40,56,43,66,62
1,61,186,1,65,26,42,46,68,65
1,61,185,1,56,20,31,28,67,65
1,61,175,0,84,50,50,64,58,53
1,61,180,0,59,41,58,54,66,67
1,61,185,0,67,54,56,54,65,65
1,61,182,1,60,30,60,32,65,61
1,61,187,1,70,40,51,46,68,54
1,61,180,1,65,45,55,57,63,64
1,61,178,0,64,44,57,57,62,59
1,61,193,0,64,45,54,35,67,62
1,61,191,1,46,39,33,38,72,58
1,61,190,1,51,36,37,39,68,59
1,61,177,1,57,53,59,61,64,52
1,61,182,1,54,18,23,25,68,61
1,61,176,0,64,39,58,35,60,62
1,61,183,1,64,32,41,40,61,73
1,61,191,1,61,22,37,32,68,73
1,61,185,0,59,23,51,39,66,58
1,61,175,0,73,50,61,64,62,60
1,61,183,1,64,18,29,53,65,70
1,61,178,1,76,47,57,65,59,48
1,61,181,1,65,34,58,49,64,68
1,61,185,1,75,36,48,56,64,65
1,61,185,0,73,50,64,50,59,63
1,61,168,1,66,48,65,63,51,62
1,61,180,0,73,42,58,58,62,55
1,61,188,1,65,36,46,51,68,62
1,61,173,0,70,52,55,58,62,64
1,61,185,1,60,27,33,39,65,66
1,61,185,1,58,29,45,26,66,66
1,61,178,1,57,38,42,29,61,68
1,61,184,1,63,31,53,44,65,71
1,61,178,1,72,46,57,61,65,56
1,61,185,1,69,56,59,62,63,64
1,61,181,1,75,42,45,31,68,73
1,61,188,1,67,27,40,31,65,65
1,61,179,0,78,54,50,55,62,59
1,61,186,1,63,50,57,60,64,63
1,61,190,1,44,36,44,33,64,69
1,61,175,1,69,54,64,65,61,52
1,61,184,1,71,50,54,58,64,55
1,61,188,1,65,37,44,51,65,69
1,61,179,1,73,41,46,39,68,57
1,61,191,1,67,26,40,41,62,70
1,61,180,1,58,32,56,31,61,68
1,61,178,1,70,59,62,64,61,62
1,61,176,1,54,39,56,54,58,73
1,61,188,1,54,36,48,40,63,63
1,61,184,0,72,39,57,60,63,63
1,61,190,1,66,39,54,49,64,64
1,61,186,1,40,26,54,54,69,58
1,61,191,1,51,33,32,33,69,69
2,61,183,1,34,54,61,65,68,66
2,61,186,1,69,53,58,62,65,56
2,61,183,0,66,43,59,65,64,61
2,61,183,1,48,64,69,52,57,52
2,61,179,1,50,42,55,48,65,54
2,61,178,1,72,45,66,66,62,69
2,61,188,1,66,47,54,59,67,64
2,61,181,1,48,62,53,56,66,54
2,61,181,0,65,40,61,64,45,47
2,61,175,1,69,60,57,66,46,53
2,61,182,1,71,52,61,59,66,66
2,61,175,1,73,44,60,64,69,76
2,61,170,1,52,57,63,60,58,63
2,61,180,0,74,56,57,64,54,54
2,61,173,0,55,37,54,60,64,73
2,61,181,1,43,52,53,51,66,61
2,61,190,0,62,44,54,53,63,61
2,61,184,1,50,42,57,48,59,50
2,61,180,0,70,57,67,56,59,61
2,61,174,0,62,52,60,63,47,53
2,61,172,1,70,54,63,62,63,62
2,61,177,1,59,62,62,65,62,65
2,61,187,1,63,52,65,54,63,57
2,61,183,0,61,52,58,59,57,48
2,61,178,1,89,56,60,72,49,61
2,61,176,1,78,60,61,62,65,69
2,61,178,1,65,45,61,62,48,59
2,61,178,1,72,34,60,65,60,52
2,61,188,1,65,55,59,60,61,65
2,61,180,1,71,53,63,59,57,57
2,61,183,1,57,63,56,62,56,59
2,61,175,1,68,61,57,62,47,63
2,61,185,1,63,56,59,57,60,63
2,61,175,1,63,43,60,62,64,65
2,61,175,0,70,57,60,54,62,65
2,61,180,0,93,58,54,64,46,46
2,61,180,1,75,62,60,61,54,53
2,61,176,1,64,60,60,64,62,60
2,61,191,1,52,53,52,56,64,65
2,61,185,1,62,61,58,54,49,64
2,61,182,1,67,52,63,58,50,38
2,61,175,1,74,58,59,60,42,55
2,61,178,1,68,49,62,56,58,66
2,61,175,1,56,49,62,61,46,65
2,61,185,1,80,53,56,59,58,58
2,61,174,1,73,48,56,55,66,64
2,61,185,1,63,54,58,53,65,68
2,61,168,1,76,54,55,64,41,49
2,61,187,1,65,47,55,53,66,57
2,61,183,1,72,51,60,58,61,59
2,61,172,1,64,53,61,62,40,61
2,61,184,1,67,55,65,63,60,66
2,61,177,1,80,55,49,64,49,54
2,61,180,1,62,45,67,50,53,49
2,61,174,0,69,54,60,73,48,56
2,61,174,1,73,58,52,67,44,55
2,61,169,1,48,53,57,50,71,59
2,61,177,1,56,56,54,58,52,52
2,61,176,1,70,52,58,52,66,64
2,61,175,1,78,55,63,62,59,62
2,61,183,1,68,53,62,59,56,52
2,61,177,1,63,54,62,61,57,63
2,61,187,1,68,43,54,62,67,64
2,61,180,1,65,53,56,59,62,63
2,61,178,1,72,48,62,56,54,51
2,61,184,1,67,51,61,61,45,42
2,61,178,1,73,60,56,64,60,61
2,61,175,1,62,61,65,57,54,60
2,61,185,0,72,59,68,56,46,52
2,61,177,1,61,52,62,64,51,44
2,61,174,1,56,52,55,57,65,66
2,61,170,1,62,62,57,63,57,50
2,61,180,1,56,42,52,54,65,58
2,61,183,1,64,55,53,54,64,60
2,61,185,1,56,53,54,60,64,67
2,61,179,1,81,51,52,68,43,43
2,61,180,1,72,57,61,59,57,64
2,61,173,1,66,57,58,60,56,58
2,61,180,1,72,57,62,61,54,64
2,61,191,0,58,57,64,57,66,65
2,61,173,1,71,50,65,58,60,61
2,61,185,1,63,54,60,60,57,63
2,61,180,1,69,61,63,62,54,51
2,61,182,0,73,52,58,66,62,59
2,61,178,1,74,51,54,62,61,65
2,61,187,1,44,61,61,59,61,67
2,61,185,1,75,52,60,57,56,55
2,61,184,1,63,49,64,48,66,72
2,61,177,1,59,42,59,48,62,58
2,61,172,1,65,58,60,63,60,63
2,61,176,1,60,48,61,66,52,49
2,61,170,1,68,58,57,66,47,45
2,61,185,0,63,60,60,62,58,61
2,61,175,1,82,52,50,50,26,35
2,61,178,1,81,54,56,63,37,49
2,61,189,0,68,58,60,56,62,57
2,61,173,1,76,46,55,64,34,31
2,61,176,1,69,49,61,56,61,43
2,61,180,1,78,55,54,65,59,50
2,61,180,0,70,57,57,62,55,56
2,61,178,1,71,50,64,56,60,55
2,61,175,1,79,57,65,63,59,57
2,61,188,1,65,54,51,54,68,67
2,61,190,0,78,54,59,61,71,69
2,61,183,1,68,54,47,71,42,44
2,61,177,1,75,56,57,67,42,53
2,61,183,1,63,54,61,59,54,57
2,61,180,1,91,50,48,70,43,46
2,61,185,1,76,54,56,59,55,56
2,61,180,1,77,53,54,58,51,56
2,61,178,1,74,51,57,65,52,42
2,61,174,1,68,48,62,61,46,50
2,61,179,1,67,61,62,64,58,61
2,61,182,1,62,57,64,62,59,64
2,61,180,0,62,62,55,61,62,66
2,61,173,1,77,51,50,63,43,50
2,61,176,1,71,46,64,65,63,64
2,61,175,0,72,58,60,66,46,62
2,61,174,1,68,57,50,58,49,51
2,61,189,1,69,37,62,66,64,72
2,61,171,1,68,58,61,63,49,52
2,61,177,1,61,60,59,60,50,59
2,61,175,1,70,55,58,61,55,64
2,61,177,1,72,48,62,61,34,26
2,61,185,1,67,52,53,55,67,65
2,61,183,1,69,52,62,55,62,53
2,61,182,1,80,58,57,67,62,59
2,61,175,0,78,64,57,64,42,60
2,61,185,0,67,53,62,58,51,51
2,61,179,1,69,55,56,62,44,53
2,61,183,1,69,57,54,64,66,60
2,61,177,1,69,41,60,62,57,50
2,61,178,1,70,48,65,66,32,52
2,61,165,1,74,53,56,63,36,43
2,61,173,0,69,54,55,65,50,61
2,61,170,1,43,64,64,65,53,60
2,61,185,1,82,47,54,66,44,47
2,61,180,1,54,57,59,57,64,65
2,61,185,1,54,64,59,60,58,65
2,61,180,1,54,49,60,58,65,66
2,61,176,1,59,47,58,51,64,64
2,61,173,0,67,57,65,53,64,60
2,61,178,1,75,58,54,60,53,61
2,61,183,1,49,60,59,61,53,65
0,60,193,0,69,59,48,56,54,59
0,60,185,1,64,55,43,64,48,62
0,60,180,1,56,58,45,58,55,65
0,60,193,1,55,58,50,56,50,62
0,60,183,1,79,55,45,51,54,67
0,60,182,0,66,59,56,67,58,72
0,60,180,1,71,59,48,63,46,59
0,60,191,1,54,59,41,51,48,59
0,60,183,0,84,54,48,65,47,51
0,60,178,0,75,45,56,66,41,43
0,60,188,1,66,54,43,42,49,75
0,60,180,1,68,64,37,56,45,62
0,60,183,1,82,53,57,63,38,52
0,60,180,1,77,54,60,62,46,52
0,60,176,1,64,50,58,64,58,55
0,60,191,1,59,55,36,46,55,77
0,60,175,1,70,56,39,60,47,61
0,60,183,0,79,53,42,71,42,57
0,60,184,1,68,62,49,64,49,60
0,60,180,1,76,54,36,59,49,63
0,60,187,1,61,57,45,60,50,68
0,60,183,1,59,57,41,60,49,61
0,60,181,1,67,60,46,66,36,60
0,60,183,1,59,58,57,66,50,63
0,60,182,1,82,54,38,60,44,65
0,60,172,1,79,50,58,57,47,59
0,60,188,0,74,57,30,41,53,73
0,60,170,1,84,58,39,63,38,62
0,60,183,1,57,54,65,64,49,64
0,60,180,1,70,56,51,56,53,68
0,60,181,1,72,61,36,61,38,64
0,60,180,0,72,51,50,64,48,60
0,60,170,1,81,58,37,62,49,61
0,60,175,1,82,54,36,68,47,61
0,60,196,1,44,61,47,51,54,64
0,60,181,0,71,50,54,62,48,59
0,60,171,1,66,54,58,59,53,67
0,60,178,1,64,58,45,60,45,70
0,60,170,1,77,54,42,64,41,65
0,60,163,1,71,56,57,65,39,56
0,60,186,1,69,56,42,59,47,61
0,60,185,0,60,56,45,53,56,65
0,60,183,0,67,56,49,48,47,72
0,60,168,1,80,54,50,65,46,54
0,60,180,1,82,59,51,66,44,57
0,60,178,0,72,54,54,65,56,50
0,60,180,1,60,60,40,59,49,67
0,60,182,1,68,57,34,60,43,64
0,60,190,0,75,54,46,61,48,57
0,60,192,1,66,57,50,57,57,60
0,60,180,0,66,58,39,47,45,66
0,60,187,1,70,56,45,63,38,61
0,60,171,0,69,51,56,66,46,51
0,60,173,1,62,61,52,64,44,53
0,60,179,1,57,64,52,62,46,69
